,tweet,language,likes,retweets,datetime,Subjectivity,Polarity,Analysis
77,"@PandeyVaishno Hi, due to security reasons and requirements by the Regulatory Authorities, we regret not being able… https://t.co/ut3adJndNn",en,0,0,2021-11-16 18:01:23+00:00,0.375,-0.125,Negative
79,"RT @Arunstockguru: HDFC Bank completed 26 years since its IPO in May 1995.

Without dividends reinvested the CAGR has been 25% .

With divi…",en,0,0,2021-11-16 17:56:07+00:00,0.0,0.0,Neutral
80,"RT @Arunstockguru: HDFC Bank completed 26 years since its IPO in May 1995.

Without dividends reinvested the CAGR has been 25% .

With divi…",en,0,0,2021-11-16 17:53:27+00:00,0.0,0.0,Neutral
81,@HDFCBank_Cares Showing error on the link.. I have received the response from HDFC Bank too.. Reference no. 1700058… https://t.co/IP7fQojl1W,en,0,0,2021-11-16 17:51:48+00:00,0.0,0.0,Neutral
82,"RT @FinMedium: Today's Infographic: Leading Private Sector Banks as per CASA Ratio &amp; Deposits

🏛️ Kotak - 60.6%
🏛️ J&amp;K Bank - 55.3%
🏛️ IDBI…",en,0,0,2021-11-16 17:50:53+00:00,0.375,0.0,Neutral
84,"RT @Arunstockguru: HDFC Bank completed 26 years since its IPO in May 1995.

Without dividends reinvested the CAGR has been 25% .

With divi…",en,0,0,2021-11-16 17:48:28+00:00,0.0,0.0,Neutral
85,"@choclateyrajput Hi Karan, thank You for expressing an interest in HDFC Bank Personal Loans. We have shared your co… https://t.co/KZztzjsqGJ",en,0,0,2021-11-16 17:48:15+00:00,0.3,0.0,Neutral
87,"Rest Losers
#SunPharma Loses 1.63%
#TataSteel Slips 1.31%
#DrReddysLabs Falls 1.16%
#ICICIBank Drops 1.14%
#ITC Dec… https://t.co/lL7I3IagzK",en,0,0,2021-11-16 17:47:35+00:00,0.15000000000000002,-0.25,Negative
88,@HemindraHazari @HDFC_Bank @RBI Interests of savers and depositers comes last.,en,0,0,2021-11-16 17:45:05+00:00,0.06666666666666667,0.0,Neutral
89,"RT @Prakashplutus: FIIs positioning in stock markets :

Hypothetical E.g :

FIIs having 100 Shares of HDFC bank since 2005 &amp; they bought an…",en,0,0,2021-11-16 17:43:37+00:00,0.0,0.0,Neutral
90,Buy ONGC With A Target Price of Rs 208 As Suggested By HDFC Securities https://t.co/cQMPx9PazR,en,0,0,2021-11-16 17:41:00+00:00,0.0,0.0,Neutral
91,Buy ONGC With A Target Price of Rs 208 As Suggested By HDFC Securities https://t.co/BRHsStpWSs,en,0,0,2021-11-16 17:40:59+00:00,0.0,0.0,Neutral
92,"RT @HomeLoansByHDFC: Download your account statements, access your interest rate certificates, submit disbursement requests and do more wit…",en,0,0,2021-11-16 17:39:19+00:00,0.5,0.5,Positive
93,@HDFC_Bank sending important things on old address!! We updated address for fun??,en,0,0,2021-11-16 17:38:46+00:00,0.4666666666666666,0.28541666666666665,Positive
94,"RT @CarebyHDFC_HL: You can manage your HDFC Home Loan on WhatsApp anytime, from anywhere. Click on the link to begin chatting https://t.co/…",en,0,0,2021-11-16 17:37:34+00:00,0.0,0.0,Neutral
95,Pathetic service by Icici ... I hold a standard chartered and Hdfc bank account and their service is far commendabl… https://t.co/7HORoFEl3g,en,0,0,2021-11-16 17:37:20+00:00,0.6666666666666666,-0.3,Negative
96,RT @HomeLoansByHDFC: Avail HDFC’s Rural Housing Finance to relive your childhood memories by owning a home in the town you grew up in! http…,en,0,0,2021-11-16 17:35:09+00:00,0.0,0.0,Neutral
98,"RT @HomeLoansByHDFC: Get your account details, send disbursement requests and do much more when you chat with HDFC Home Loans on WhatsApp.…",en,0,0,2021-11-16 17:34:26+00:00,0.5,0.5,Positive
99,"Sensex, Nifty trade marginally lower; Maruti Suzuki gains over 2% HDFC was the top loser in the Sensex pack, follow… https://t.co/wPmLSeHMBt",en,0,1,2021-11-16 17:34:03+00:00,0.5,0.5,Positive
