,tweet,language,likes,retweets,datetime,Subjectivity,Polarity,Analysis
21,RT @NeeleshTax: Please Waive Late Filing Fees of #GSTR10 . Small businessman are suffering from complex GST filing as even after number can…,en,0,0,2021-11-14 18:08:26+00:00,0.4666666666666666,-0.2833333333333334,Negative
22,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 18:06:54+00:00,0.5,0.5,Positive
23,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 18:03:55+00:00,0.5,0.5,Positive
24,"@Infosys_GSTN @nsitharamanoffc @Anurag_Office  15 days passed but no reply from Gst developer ,please resolve asap… https://t.co/wmnZbsuGo7",en,0,0,2021-11-14 18:03:42+00:00,0.0,0.0,Neutral
25,"RT @ProfitKing7: Best Diversified Portfolio For Long Term:

⚡️IT - Infosys
⚡️Pharma - Divis Labs
⚡️Paints - Asian Paints
⚡️Adhesives - Pidi…",en,0,0,2021-11-14 18:01:17+00:00,0.2333333333333333,0.31666666666666665,Positive
26,"RT @NeeleshTax: Dear @nsitharaman madam You should simplify section 16(4), it will be in public interest
@nsitharamanoffc @FinMinIndia @nar…",en,0,0,2021-11-14 18:00:20+00:00,0.06666666666666667,0.0,Neutral
27,@RijhwaniSheetal Tata Power and Infosys already given that hint. You are right.,en,2,0,2021-11-14 17:53:50+00:00,0.5357142857142857,0.2857142857142857,Positive
28,"Tax Professionals left to deal with a bunch of turds that GST Office now represents- if no action is taken soon, co… https://t.co/vGv5p0h5Z8",en,2,0,2021-11-14 17:53:38+00:00,0.05,-0.025,Negative
29,"RT @NeeleshTax: Dear @nsitharaman madam You should simplify section 16(4), it will be in public interest
@nsitharamanoffc @FinMinIndia @nar…",en,0,0,2021-11-14 17:52:41+00:00,0.06666666666666667,0.0,Neutral
30,"RT @NeeleshTax: Dear @nsitharaman madam You should simplify section 16(4), it will be in public interest
@nsitharamanoffc @FinMinIndia @nar…",en,0,0,2021-11-14 17:52:22+00:00,0.06666666666666667,0.0,Neutral
32,@cbic_india @Infosys_GSTN  pls give us new update for gst 8a excel file for GST9. Due date of sep return has been e… https://t.co/8HnU8fLwum,en,0,0,2021-11-14 17:48:47+00:00,0.4147727272727273,0.005681818181818177,Positive
33,"RT @InvestmentBook1: Let's Re-visit History 

Infosys at its peak price of 12800 commanded a market cap of a huge Rs 85000 Crore. Market ju…",en,0,0,2021-11-14 17:40:15+00:00,0.9,0.4000000000000001,Positive
34,"RT @NeeleshTax: Dear @nsitharaman madam You should simplify section 16(4), it will be in public interest
@nsitharamanoffc @FinMinIndia @nar…",en,0,0,2021-11-14 17:38:39+00:00,0.06666666666666667,0.0,Neutral
35,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 17:38:16+00:00,0.5,0.5,Positive
36,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 17:36:34+00:00,0.5,0.5,Positive
37,"RT @DefencePROkochi: As part of #NavyWeek2021 celebrations, VAdm AKChawla, CinC,#HQSNC &amp; Mrs Sapana Chawla, PresidentNWWA(SR), visited Math…",en,0,0,2021-11-14 17:31:10+00:00,0.0,0.0,Neutral
38,"RT @Twinkleinvest: #Infosys

New All Time High (late update)

1392 &gt;&gt;&gt; 1848 
Investment Stock. Bullish on Tech.",en,0,0,2021-11-14 17:29:09+00:00,0.5315151515151514,-0.0012121212121212015,Negative
40,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 17:20:38+00:00,0.5,0.5,Positive
41,@rvaidya2000 Hi jolly! Now the Neelakenis and Infosys can be given another contract to 'rationalise these statement… https://t.co/6BwhLGo5ya,en,0,0,2021-11-14 17:20:27+00:00,0.0,0.0,Neutral
42,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 17:20:07+00:00,0.5,0.5,Positive
43,"RT @Prakashkumar09: Sohel was all set to join Infosys, and then Relevel happened. 
He scored 888/1000, got a job in a top product company w…",en,0,0,2021-11-14 17:17:44+00:00,0.5,0.5,Positive
44,@animeshmodi @IncomeTaxIndia @nsitharamanoffc @mppchaudhary @officeofPCM @FinMinIndia @PIB_India @Infosys And share price at all time highs,en,0,0,2021-11-14 17:06:34+00:00,0.0,0.0,Neutral
45,"RT @InvestmentBook1: Let's Re-visit History 

Infosys at its peak price of 12800 commanded a market cap of a huge Rs 85000 Crore. Market ju…",en,0,0,2021-11-14 17:02:57+00:00,0.9,0.4000000000000001,Positive
46,RT @NeeleshTax: Please Waive Late Filing Fees of #GSTR10 . Small businessman are suffering from complex GST filing as even after number can…,en,0,0,2021-11-14 16:57:16+00:00,0.4666666666666666,-0.2833333333333334,Negative
47,"@rvaidya2000 @Infosys @FinMinIndia have made it so complicated ! We must make @narendramodi , @nsitharaman file IT… https://t.co/XiG50b2wab",en,2,0,2021-11-14 16:55:14+00:00,1.0,-0.625,Negative
48,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:52:55+00:00,0.5,0.5,Positive
49,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:51:15+00:00,0.5,0.5,Positive
50,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:49:58+00:00,0.5,0.5,Positive
51,"RT @DefencePROkochi: As part of #NavyWeek2021 celebrations, VAdm AKChawla, CinC,#HQSNC &amp; Mrs Sapana Chawla, PresidentNWWA(SR), visited Math…",en,0,0,2021-11-14 16:46:39+00:00,0.0,0.0,Neutral
52,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:44:17+00:00,0.5,0.5,Positive
53,"RT @InvestmentBook1: Let's Re-visit History 

Infosys at its peak price of 12800 commanded a market cap of a huge Rs 85000 Crore. Market ju…",en,0,0,2021-11-14 16:35:42+00:00,0.9,0.4000000000000001,Positive
54,@tn2point0 @bheemshyam20 @major_madhan @BCCI @IPL @Infosys Agreed.,en,1,0,2021-11-14 16:35:36+00:00,0.0,0.0,Neutral
55,@bheemshyam20 @VaanampaadiRavi @major_madhan @BCCI @IPL @Infosys Current scenario definitely gives a lot of opportu… https://t.co/6I9ptJe2eK,en,1,0,2021-11-14 16:33:40+00:00,0.45,0.0,Neutral
56,"@bheemshyam20 @tn2point0 @major_madhan @BCCI @IPL @Infosys True. Whatever field or way youngsters choose , good cul… https://t.co/wTTDlM0k2s",en,1,0,2021-11-14 16:32:57+00:00,0.625,0.5249999999999999,Positive
57,@NeeleshTax @nsitharaman @FinMinIndia @narendramodi @GST_Council @cbic_india @commercial_mp @Infosys_GSTN One usele… https://t.co/3YjBaFtFxm,en,1,0,2021-11-14 16:28:50+00:00,0.0,0.0,Neutral
58,@TVMohandasPai You did not find any thing from BJP because your brain is same as Kangana.... now one can understand… https://t.co/TM3flRu5Nx,en,0,0,2021-11-14 16:27:25+00:00,0.125,0.0,Neutral
59,"RT @InvestmentBook1: Let's Re-visit History 

Infosys at its peak price of 12800 commanded a market cap of a huge Rs 85000 Crore. Market ju…",en,0,0,2021-11-14 16:27:04+00:00,0.9,0.4000000000000001,Positive
60,Know about Infosys in 15 Sec https://t.co/NeWr1bApgl,en,0,0,2021-11-14 16:26:50+00:00,0.6,-0.1,Negative
61,"Let's Re-visit History 

Infosys at its peak price of 12800 commanded a market cap of a huge Rs 85000 Crore. Market… https://t.co/MwRYHaCwou",en,36,7,2021-11-14 16:24:45+00:00,0.9,0.4000000000000001,Positive
62,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:24:36+00:00,0.5,0.5,Positive
63,"@maddydilip My kids understand
One work for Barclays
Other for Axtria
I am confident with my 
TCS and Infosys",en,3,0,2021-11-14 16:23:10+00:00,0.6041666666666667,0.1875,Positive
64,"As part of #NavyWeek2021 celebrations, VAdm AKChawla, CinC,#HQSNC &amp; Mrs Sapana Chawla, PresidentNWWA(SR), visited M… https://t.co/EbmWVcQGgj",en,8,2,2021-11-14 16:21:49+00:00,0.0,0.0,Neutral
65,@nsitharaman @Infosys do also fix the grievance portal for AO. Click on submit and nothing happens,en,0,0,2021-11-14 16:17:45+00:00,0.0,0.0,Neutral
67,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:13:45+00:00,0.5,0.5,Positive
68,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:09:40+00:00,0.5,0.5,Positive
69,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:07:49+00:00,0.5,0.5,Positive
70,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 16:01:11+00:00,0.5,0.5,Positive
71,"RT @ProfitKing7: Best Diversified Portfolio For Long Term:

⚡️IT - Infosys
⚡️Pharma - Divis Labs
⚡️Paints - Asian Paints
⚡️Adhesives - Pidi…",en,0,0,2021-11-14 16:00:49+00:00,0.2333333333333333,0.31666666666666665,Positive
72,RT @NeeleshTax: Please Waive Late Filing Fees of #GSTR10 . Small businessman are suffering from complex GST filing as even after number can…,en,0,0,2021-11-14 15:59:51+00:00,0.4666666666666666,-0.2833333333333334,Negative
73,RT @NeeleshTax: Please Waive Late Filing Fees of #GSTR10 . Small businessman are suffering from complex GST filing as even after number can…,en,0,0,2021-11-14 15:56:39+00:00,0.4666666666666666,-0.2833333333333334,Negative
74,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:53:30+00:00,0.5,0.5,Positive
75,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:51:39+00:00,0.5,0.5,Positive
76,RT @aSanatanDharmi: @ThePreityEffect No Indian reading his crap portal... it's big corporate like @Infosys @kiranshaw funding coupta🥴,en,0,0,2021-11-14 15:47:57+00:00,0.3,-0.26666666666666666,Negative
77,@ThePreityEffect No Indian reading his crap portal... it's big corporate like @Infosys @kiranshaw funding coupta🥴,en,2,1,2021-11-14 15:46:21+00:00,0.3,-0.26666666666666666,Negative
78,@IncomeTaxIndia @Infosys  Still find many bugs in offline ITR utility. It is showing Payable amount in Refund heade… https://t.co/XdQw2EQJo3,en,0,0,2021-11-14 15:44:42+00:00,0.5,0.5,Positive
79,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:43:44+00:00,0.5,0.5,Positive
80,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:40:07+00:00,0.5,0.5,Positive
81,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:39:57+00:00,0.5,0.5,Positive
82,@IncomeTaxIndia @nsitharamanoffc @mppchaudhary @officeofPCM @FinMinIndia @PIB_India @Infosys has created income tax… https://t.co/9lL2xT7hmb,en,2,0,2021-11-14 15:38:26+00:00,0.0,0.0,Neutral
83,@Infosys_GSTN @SATISHK221503 @cbic_india You jurisdictional officer is corrupted.,en,0,0,2021-11-14 15:37:56+00:00,0.0,0.0,Neutral
85,"In 2020, Oracle was the second-largest software company in the world by revenue and market capitalization. 
.
.
Fol… https://t.co/CXxdz1tIHp",en,0,0,2021-11-14 15:30:12+00:00,0.0,0.0,Neutral
86,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:30:05+00:00,0.5,0.5,Positive
87,"I could file my #IncomeTaxReturn with ease today. Even though it was a bit troublesome few months back, I had a pos… https://t.co/TvBGUvMRmK",en,0,0,2021-11-14 15:28:47+00:00,0.05,-0.1,Negative
88,RT @no_bollocks: @EdConwaySky @RishiSunak @SkyNews Except - Rishi Sunak isn't declaring his family's interests in the ministerial register.…,en,0,0,2021-11-14 15:28:38+00:00,0.0,0.0,Neutral
89,@Infosys Still find many bugs in offline ITR utility. It is showing Payable amount in Refund header and on going to… https://t.co/Q8PcIkS42z,en,0,0,2021-11-14 15:27:20+00:00,0.5,0.5,Positive
90,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:27:02+00:00,0.5,0.5,Positive
91,RT @no_bollocks: @EdConwaySky @RishiSunak @SkyNews Except - Rishi Sunak isn't declaring his family's interests in the ministerial register.…,en,0,0,2021-11-14 15:26:48+00:00,0.0,0.0,Neutral
92,RT @no_bollocks: @EdConwaySky @RishiSunak @SkyNews Except - Rishi Sunak isn't declaring his family's interests in the ministerial register.…,en,0,0,2021-11-14 15:23:33+00:00,0.0,0.0,Neutral
93,"🔵🟡🟠TOP PERFORMER OF THE WEEK🔵🟡🟠

BUY INFOSYS @ 1710 SL 1703

✅Made HIGH @ 1741
✅Risk &amp; Reward Ratio : 1:5

#Nifty… https://t.co/usGxPfkDIn",en,0,0,2021-11-14 15:20:15+00:00,0.5399999999999999,0.16,Positive
94,Jesus Christ!! 🧐They have also added principal (in redemption amount) &amp; shown it as interest income.😱😭 I am now tra… https://t.co/a8z9zJBSfu,en,0,0,2021-11-14 15:13:56+00:00,0.0,0.0,Neutral
95,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:10:00+00:00,0.5,0.5,Positive
96,"RT @ProfitKing7: Best Diversified Portfolio For Long Term:

⚡️IT - Infosys
⚡️Pharma - Divis Labs
⚡️Paints - Asian Paints
⚡️Adhesives - Pidi…",en,0,0,2021-11-14 15:07:19+00:00,0.2333333333333333,0.31666666666666665,Positive
97,"RT @Nayakone: Mutual Fund Top Holding Stocks 

- Infosys
- TCS
- HDFC Bank
- SBI
- Airtel 
- L&amp;T
- HDFC
- Reliance Ind
- Kotak Bank
- ICICI…",en,0,0,2021-11-14 15:07:06+00:00,0.5,0.5,Positive
98,@Amish75748626 @_groww Are you buying stocks because they offer great dividends? Or because the price will go up? H… https://t.co/0IoIO81e2L,en,3,0,2021-11-14 15:05:41+00:00,0.75,0.8,Positive
99,@TVMohandasPai Jay Shah and others missing … complete your interesting cartoon …. Else they will call you and Infos… https://t.co/K0PFTDjwmm,en,20,0,2021-11-14 15:05:06+00:00,0.31666666666666665,0.13333333333333333,Positive
